#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2018-09-19T20:11:21 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5ba2acb523c60	
#INFO	-out.max=unlimited	
#INFO	queryParameters=16	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/ApJS/211/24&tab:{J/ApJS/211/24/table1}&key:source=J/ApJS/211/24/table1&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJS/211/24/table1
#-order=I
#-out=KIC
#-out=Teff
#-out=log(g)
#-out=Mass
#-out=Prot
#-out=e_Prot
#-out=n_Prot
#
#
#RESOURCE=yCat_22110024
#Name: J/ApJS/211/24
#Title: Rotation periods of Kepler MS stars (McQuillan+, 2014)
#Table	J_ApJS_211_24_table1:
#Name: J/ApJS/211/24/table1
#Title: The rotation period measurements for the 34030 stars presented in this work
#Column	KIC	(I8)	Kepler Input Catalog identifier (Cat. V/133)	[ucd=meta.id;meta.main]
#Column	Teff	(I4)	[3197/6499] Star effective temperature	[ucd=phys.temperature.effective]
#Column	log(g)	(F5.2)	[3.5/5.4] Star surface gravity (log)	[ucd=phot.sb]
#Column	Mass	(F7.4)	[0.2/1.3] Star mass (1)	[ucd=phys.mass]
#Column	Prot	(F6.3)	[0.2/70]? Rotation period	[ucd=time.period]
#Column	e_Prot	(F6.3)	[0/51]? Error in Prot	[ucd=stat.error]
#Column	n_Prot	(A3)	Period flag (4)	[ucd=meta.note]
KIC	Teff	log(g)	Mass	Prot	e_Prot	n_Prot
 7340566	5303	 3.84	 0.9128	55.120	 9.589	
 7340636	5064	 4.60	 0.8508	12.638	 0.019	
 7341020	5531	 3.78	 0.9730	 6.887	 0.016	
 7341138	5626	 4.54	 0.9989	23.754	 3.924	
 7341360	5078	 4.72	 0.8545	26.814	 0.319	
 7341420	4638	 4.47	 0.7385	18.410	 0.105	
 7345116	5097	 4.67	 0.8594	31.208	 2.278	
 7345174	5567	 4.45	 0.9828	14.699	 0.241	
 7345201	4556	 4.44	 0.7160	33.276	 3.596	
 7345390	5197	 4.23	 0.8852	 8.204	 0.010	
 7345391	5875	 4.43	 1.0695	19.732	 0.065	
 7345864	5367	 4.40	 0.9295	22.384	 0.197	
 7346048	5917	 4.30	 1.0819	17.040	 0.190	
 7346197	5079	 4.75	 0.8547	23.847	 0.067	
 7346395	4774	 4.33	 0.7751	27.521	 0.355	
 7346632	5022	 4.67	 0.8400	32.295	 5.904	
 7346691	5705	 4.51	 1.0208	 0.731	 0.006	
 7346717	4867	 4.47	 0.7996	19.972	 0.051	
 7347120	4620	 4.55	 0.7336	37.956	 5.207	
 7347292	4572	 4.33	 0.7204	 1.350	 0.007	
 7347350	4621	 4.56	 0.7339	24.344	 0.428	
 7347511	5843	 4.48	 1.0601	16.535	 0.158	
 7347778	5099	 4.54	 0.8599	15.491	 0.129	
 7347999	4535	 4.46	 0.7102	13.214	 0.029	
 7348245	4843	 4.62	 0.7933	10.421	 0.030	
 7348276	4842	 4.51	 0.7930	 7.305	 0.005	
 7348319	4693	 4.49	 0.7534	17.144	 0.058	
 7348349	5609	 4.48	 0.9942	21.362	 0.893	
 7348606	4543	 4.72	 0.7124	28.255	 0.162	
 7348667	5526	 4.36	 0.9717	 6.695	 0.013	
 7348798	4643	 4.48	 0.7399	31.313	 0.336	
 7348806	5738	 4.55	 1.0300	19.312	 0.255	
 7348968	5727	 4.34	 1.0269	23.793	 0.304	
 7349090	5889	 4.50	 1.0736	17.481	 2.822	
 7349331	5994	 4.41	 1.1052	16.382	 0.316	
 7349434	5123	 4.55	 0.8661	27.115	 0.908	
 7349920	5220	 4.61	 0.8912	11.749	 0.019	
 7349958	5735	 4.29	 1.0292	16.031	 0.486	
 7350384	4987	 4.45	 0.8309	19.576	 0.191	
 7350422	5560	 4.54	 0.9809	13.518	 0.061	
 7350496	5453	 3.74	 0.9522	 9.718	 0.490	
 7350626	6033	 4.37	 1.1172	13.039	 0.217	
 7350743	5173	 4.29	 0.8790	39.499	 0.085	
 7350790	5474	 4.59	 0.9578	16.318	 0.085	
 7351144	6035	 4.47	 1.1178	14.909	 0.047	
 7351563	5891	 4.66	 1.0742	14.660	 0.079	
 7351854	5378	 4.61	 0.9324	28.908	 0.176	
 7352076	5104	 4.44	 0.8612	11.185	 0.094	
 7352862	4911	 4.59	 0.8111	 3.962	 0.005	
 7353063	6043	 4.24	 1.1203	 4.998	 0.005	
 7353250	4660	 4.54	 0.7445	39.486	 0.760	
 7353495	6335	 4.02	 1.2165	 1.538	 0.010	
 7353604	4587	 4.46	 0.7246	28.089	 0.201	
 7353783	5749	 4.56	 1.0331	21.906	 0.788	
 7353801	5371	 4.60	 0.9305	15.822	 0.165	
 7353813	5644	 4.52	 1.0038	 1.694	 0.005	
 7353858	5970	 4.82	 1.0978	13.043	 0.597	
 7354241	5701	 4.96	 1.0196	19.618	 0.130	
 7354257	4406	 4.43	 0.6736	36.811	 0.446	
 7354297	5302	 4.90	 0.9125	 0.952	 0.003	
 7354393	5803	 4.52	 1.0486	 9.513	 0.071	
 7354508	5714	 4.36	 1.0233	17.794	 0.540	
 7357590	5172	 4.59	 0.8788	28.532	 2.348	
 7357712	5670	 4.39	 1.0110	14.737	 0.062	
 7357898	4947	 4.55	 0.8205	30.007	 5.033	
 7358091	4751	 4.41	 0.7690	30.931	 0.292	
 7362501	5814	 4.58	 1.0517	 6.255	 0.026	
 7363211	5186	 4.68	 0.8824	28.951	 0.306	
 7363238	6222	 3.96	 1.1779	 2.208	 0.007	
 7363288	5089	 4.62	 0.8573	29.486	 2.029	
 7363392	5408	 4.54	 0.9403	22.472	 0.232	
 7363493	5871	 4.62	 1.0683	 7.898	 1.701	BQR
 7363589	5201	 4.57	 0.8863	20.241	 0.072	
 7363690	5844	 4.54	 1.0604	 0.734	 0.005	
 7363744	5155	 4.60	 0.8744	23.197	 0.704	
 7363765	5915	 4.56	 1.0813	12.635	 0.244	
 7363790	5796	 4.04	 1.0465	 2.989	 0.005	
 7363837	5817	 4.30	 1.0526	 0.635	 0.007	
 7363962	5035	 4.28	 0.8433	22.474	 0.349	
 7364229	4946	 3.85	 0.8202	 0.774	 0.004	
 7364284	5420	 4.77	 0.9435	16.055	 0.034	
 7364518	6008	 4.49	 1.1094	 7.911	 0.091	
 7364655	4841	 4.74	 0.7928	 9.795	 0.020	
 7364715	6019	 4.41	 1.1128	 8.363	 0.083	
 7364754	5553	 3.82	 0.9790	38.206	 2.385	
 7364923	5757	 4.46	 1.0354	19.171	 0.403	
 7364992	5434	 4.66	 0.9472	13.258	 0.073	
 7365070	4499	 4.59	 0.7001	42.962	 7.784	
 7365184	5124	 4.51	 0.8663	12.191	 0.099	
 7365314	4835	 4.47	 0.7912	17.311	 0.024	
 7365528	5924	 4.58	 1.0840	10.507	 0.044	
 7366018	4856	 4.84	 0.7967	31.327	 1.058	
 7366067	5685	 4.58	 1.0152	20.403	 3.102	
 7366209	5506	 4.65	 0.9663	21.793	 0.464	
 7366232	5791	 4.58	 1.0451	10.245	 0.004	
 7366254	4410	 4.52	 0.6747	33.426	 0.567	
 7366513	6443	 4.34	 1.2551	 2.503	 0.776	
 7366644	4909	 4.41	 0.8106	 1.136	 0.003	
 7366698	5337	 4.58	 0.9216	11.125	 0.078	
 7366728	5538	 4.45	 0.9749	13.613	 0.128	
 7366756	6427	 4.36	 1.2493	 1.131	 0.016	
 7366824	5232	 4.00	 0.8943	10.034	 0.269	
 7367164	5620	 4.84	 0.9972	 6.125	 0.009	
 7367212	5700	 4.50	 1.0194	20.326	 0.131	
 7367300	5822	 4.48	 1.0540	 4.031	 0.015	
 7367395	5320	 4.31	 0.9172	26.819	 3.536	
 7367641	5331	 4.86	 0.9201	17.436	 0.061	
 7367822	4696	 4.49	 0.7542	25.757	 0.423	
 7367835	5281	 4.64	 0.9070	25.462	 0.216	
 7367854	5856	 4.38	 1.0639	11.598	 0.060	
 7367924	5794	 4.50	 1.0460	18.498	 0.294	
 7368036	5673	 4.40	 1.0118	 8.330	 0.078	
 7368165	6397	 4.33	 1.2384	11.388	 0.066	
 7368298	5816	 4.59	 1.0523	14.976	 0.740	
 7368456	5013	 4.47	 0.8376	32.214	 6.456	SM1
 7368574	5949	 4.89	 1.0915	 4.608	 0.089	
 7368645	5931	 4.77	 1.0861	12.607	 0.922	
 7368837	5500	 5.00	 0.9647	15.313	 0.067	
 7368978	4810	 4.61	 0.7846	25.825	 0.049	
 7368999	4639	 4.58	 0.7388	 0.928	 0.003	
 7369040	5543	 4.58	 0.9763	18.750	 0.404	
 7369095	6045	 3.94	 1.1209	15.694	 0.100	
 7369109	5367	 4.91	 0.9295	26.058	 0.999	
 7369181	4954	 4.45	 0.8223	15.405	 0.041	
 7369195	5773	 4.75	 1.0400	15.438	 0.149	
 7369224	5247	 4.40	 0.8982	 4.320	 0.003	
 7369442	6233	 4.62	 1.1816	 4.760	 0.151	
 7372835	4562	 4.82	 0.7177	23.460	 0.316	
 7372915	5470	 4.17	 0.9567	12.457	 0.041	
 7373065	4416	 4.50	 0.6765	10.582	 0.304	
 7373425	6351	 4.14	 1.2221	 2.210	 0.054	
 7373483	5715	 4.39	 1.0236	 9.693	 0.145	
 7373534	5617	 4.47	 0.9964	16.645	 0.104	
 7373727	5411	 4.69	 0.9411	 6.917	 0.047	
 7373877	4735	 4.68	 0.7647	 9.324	 0.013	
 7373944	4942	 4.91	 0.8192	25.633	 0.139	
 7373965	5651	 4.52	 1.0058	20.894	 0.175	
 7373992	5248	 4.78	 0.8985	19.361	 0.135	
 7374657	4873	 4.57	 0.8012	12.869	 0.045	
 7375007	5296	 4.98	 0.9109	16.475	 0.043	
 7375009	6099	 4.47	 1.1379	 2.002	 0.014	
 7375136	4918	 4.51	 0.8129	25.229	 0.780	
 7375418	4592	 4.12	 0.7260	16.602	 0.029	
 7375467	5367	 4.41	 0.9295	25.393	 0.693	
 7375736	5726	 4.31	 1.0267	 4.880	 0.007	
 7375760	5718	 4.73	 1.0244	 7.268	 0.012	
 7375862	6000	 4.65	 1.1070	 1.601	 0.004	
 7375904	5034	 4.58	 0.8431	20.877	 0.367	
 7376252	5691	 4.10	 1.0169	12.271	 0.169	
 7376255	5206	 4.47	 0.8876	12.238	 0.471	
 7376382	5610	 4.01	 0.9945	28.904	 0.780	
 7376732	6157	 4.08	 1.1565	 1.847	 0.005	
 7376802	5421	 4.46	 0.9437	18.097	 0.315	
 7376906	5218	 4.67	 0.8907	13.569	 0.040	
 7376946	4870	 4.38	 0.8004	15.357	 0.072	
 7377314	4742	 4.53	 0.7666	29.353	 5.432	
 7377364	4428	 4.54	 0.6799	11.228	 0.028	
 7377427	5544	 4.73	 0.9766	 8.320	 0.012	
 7377566	4759	 4.83	 0.7711	37.392	 1.703	
 7377786	4969	 4.53	 0.8262	30.046	 0.635	
 7378017	5706	 4.59	 1.0210	17.980	 0.382	
 7378049	5674	 4.12	 1.0121	 9.867	 0.023	
 7378321	6359	 4.08	 1.2249	 1.939	 0.004	
 7378532	5942	 4.25	 1.0894	 6.410	 0.005	
 7379432	6224	 4.57	 1.1786	 0.584	 0.003	
 7379604	4983	 4.66	 0.8298	13.274	 0.163	
 7379728	5666	 4.12	 1.0099	23.918	 0.052	
 7379740	5353	 4.39	 0.9258	27.265	 0.572	
 7380501	6483	 4.23	 1.2699	 1.071	 0.006	
 7380684	6230	 4.39	 1.1806	 2.737	 0.068	
 7380743	5962	 4.41	 1.0954	 0.302	 0.006	
 7381122	5608	 4.69	 0.9939	 6.138	 0.080	
 7381137	5375	 4.54	 0.9316	11.692	 0.171	
 7381455	4903	 4.56	 0.8090	10.994	 0.047	
 7381552	5818	 4.26	 1.0529	 6.650	 0.301	
 7381968	5102	 4.48	 0.8607	25.449	 0.329	
 7381989	4694	 4.39	 0.7537	25.979	 0.268	
 7382017	5331	 4.32	 0.9201	14.194	 0.015	
 7382191	4953	 4.51	 0.8221	25.242	 0.363	
 7382434	6248	 4.21	 1.1866	 0.705	 0.007	
 7382696	5202	 4.29	 0.8865	24.329	 0.736	
 7382783	5461	 4.64	 0.9543	12.623	 0.017	
 7382965	5597	 4.34	 0.9909	27.503	 1.157	
 7383015	5341	 4.40	 0.9227	16.838	 0.544	
 7383324	5365	 4.84	 0.9290	 7.573	 0.395	
 7383394	4647	 4.57	 0.7410	12.822	 0.010	
 7384169	6069	 3.71	 1.1284	 2.680	 0.107	
 7384881	4682	 4.40	 0.7505	13.561	 0.004	
 7385052	5781	 4.42	 1.0423	 8.100	 0.003	
 7385176	5817	 3.70	 1.0526	 3.326	 0.017	
 7385313	5058	 4.33	 0.8493	18.705	 0.120	
 7385334	5565	 4.46	 0.9822	 4.793	 0.008	
 7385442	5255	 4.70	 0.9003	12.681	 0.023	
 7385709	5393	 4.46	 0.9363	24.963	 0.629	
 7386128	5295	 4.64	 0.9107	25.669	 2.021	
 7386454	5388	 4.65	 0.9350	19.962	 0.411	
 7386523	5568	 4.19	 0.9830	22.016	 0.411	
 7386536	5611	 4.41	 0.9948	17.845	 0.348	
 7386714	5794	 4.39	 1.0460	17.212	 0.519	
 7386987	4882	 4.53	 0.8035	24.576	 0.115	
 7387226	6090	 4.12	 1.1350	 0.907	 0.033	
 7416226	4769	 4.61	 0.7737	31.226	 0.165	
 7416443	5737	 4.47	 1.0298	16.526	 0.495	
 7416598	5728	 4.32	 1.0272	14.001	 0.028	
 7416646	5227	 4.31	 0.8930	29.114	 0.731	
 7416706	6117	 4.25	 1.1436	 8.589	 0.032	
 7416736	5064	 4.55	 0.8508	26.927	 0.538	
 7416840	5742	 4.40	 1.0312	23.744	 0.112	
 7417295	4894	 4.64	 0.8067	16.838	 0.076	
 7417565	5080	 4.60	 0.8550	11.851	 0.048	
 7417668	4775	 4.62	 0.7753	32.700	 0.863	
 7417677	4998	 4.71	 0.8337	23.302	 0.131	
 7417732	5803	 4.49	 1.0486	27.290	 0.394	
 7417786	5366	 4.93	 0.9292	 8.127	 0.004	
 7418238	5102	 4.40	 0.8607	19.526	 0.039	
 7418367	6198	 4.17	 1.1699	 4.953	 0.003	
 7418573	5802	 4.45	 1.0483	 3.227	 0.023	
 7418596	4469	 4.51	 0.6916	24.296	 0.190	
 7418692	5364	 4.77	 0.9287	 7.099	 0.031	
 7418703	5314	 4.92	 0.9156	21.512	 0.199	
 7419515	5272	 4.69	 0.9047	21.951	 0.655	
 7419560	5340	 4.62	 0.9224	24.667	 0.420	
 7420204	4819	 4.36	 0.7870	27.177	 0.787	
 7420495	4935	 4.25	 0.8174	26.938	 0.135	
 7420545	5083	 3.84	 0.8557	36.301	 0.369	
 7420600	5206	 4.51	 0.8876	 8.941	 0.090	
 7420630	5626	 4.51	 0.9989	14.370	 0.420	
 7420658	4472	 4.59	 0.6925	17.990	 0.118	
 7420882	5428	 4.35	 0.9456	13.970	 0.219	
 7421015	5252	 4.50	 0.8995	17.689	 0.067	
 7421116	5416	 4.09	 0.9424	30.692	 1.119	
 7421325	5330	 4.32	 0.9198	 4.771	 0.967	
 7421401	5380	 4.40	 0.9329	15.475	 0.078	
 7421693	5922	 4.37	 1.0834	10.828	 0.029	
 7421706	4846	 4.74	 0.7941	16.397	 0.017	
 7421876	6456	 4.23	 1.2599	 2.789	 0.718	
 7421894	5707	 4.46	 1.0213	20.412	 0.740	
 7422001	4540	 4.48	 0.7116	18.554	 0.074	
 7422205	5585	 4.57	 0.9877	15.600	 0.135	
 7422215	4562	 4.54	 0.7177	29.825	 0.057	
 7422281	5654	 4.49	 1.0066	17.931	 0.188	
 7422352	5374	 4.55	 0.9313	18.600	 0.075	
 7422495	5039	 4.47	 0.8444	26.772	 0.205	
 7422626	5280	 4.69	 0.9068	19.387	 0.240	
 7422855	5439	 4.74	 0.9485	 0.313	 0.004	
 7423040	4553	 4.54	 0.7152	14.986	 0.259	
 7426766	4633	 4.53	 0.7372	33.644	 4.266	
 7426877	6162	 4.27	 1.1581	17.942	 0.072	
 7427112	5486	 4.92	 0.9610	23.521	 0.543	
 7427125	5336	 4.64	 0.9214	12.422	 0.041	
 7427532	4453	 4.44	 0.6871	26.958	 1.924	
 7427696	5137	 4.53	 0.8697	27.735	 1.402	
 7427795	5669	 4.30	 1.0107	14.242	 0.188	
 7427935	4887	 4.34	 0.8048	37.843	 2.067	
 7427949	4908	 4.47	 0.8103	27.350	 0.128	
 7427957	5387	 4.60	 0.9348	20.671	 0.097	
 7428017	5059	 4.68	 0.8495	31.039	 0.164	
 7428038	5968	 4.39	 1.0972	11.899	 0.279	
 7428087	5330	 4.55	 0.9198	40.665	 0.212	
 7428293	4858	 4.59	 0.7972	29.266	 0.829	
 7428469	5756	 4.64	 1.0351	22.029	 0.763	
 7428636	5536	 4.45	 0.9744	24.899	 0.819	
 7428862	5599	 4.75	 0.9915	 9.400	 0.035	
 7428892	5315	 4.16	 0.9159	 8.405	 0.004	
 7428909	4984	 4.43	 0.8301	21.856	 0.025	
 7428939	5684	 4.61	 1.0149	 1.966	 0.003	
 7429072	5626	 4.60	 0.9989	22.440	 0.459	
 7429256	5229	 4.78	 0.8935	 8.254	 0.043	
 7429368	5507	 4.94	 0.9666	22.978	 3.159	
 7429808	5132	 4.30	 0.8684	 7.651	 0.003	
 7429941	4539	 4.34	 0.7113	17.107	 0.077	
 7430238	5918	 4.39	 1.0822	17.198	 0.273	
 7430286	5883	 4.39	 1.0718	 9.339	 0.030	
 7430508	5371	 4.57	 0.9305	20.825	 0.221	
 7430659	5566	 4.28	 0.9825	28.388	 0.369	
 7430697	5025	 4.53	 0.8407	30.354	 5.086	
 7430734	4890	 4.42	 0.8056	30.354	 5.606	
 7430853	6218	 4.03	 1.1766	 8.052	 0.041	
 7430861	5903	 4.49	 1.0778	 8.245	 0.010	
 7431509	4672	 4.49	 0.7478	14.729	 0.527	
 7431632	5071	 4.56	 0.8526	18.972	 0.090	
 7431709	4981	 4.58	 0.8293	15.367	 0.019	
 7431833	5733	 4.36	 1.0286	15.001	 1.131	
 7431834	5686	 4.36	 1.0155	21.385	 0.649	
 7431887	5999	 4.32	 1.1067	 7.385	 0.221	
 7432054	4599	 4.45	 0.7279	32.091	 5.376	
 7432074	4822	 4.44	 0.7878	35.205	 0.580	
 7432092	5811	 4.23	 1.0509	 7.896	 0.756	
 7432346	4731	 4.41	 0.7636	11.982	 0.066	
 7432354	6032	 4.30	 1.1169	24.059	 0.613	
 7432378	4951	 4.72	 0.8215	 3.478	 0.008	
 7432476	5058	 4.90	 0.8493	 0.413	 0.003	
 7432495	4943	 4.97	 0.8195	36.382	 7.491	
 7432698	6136	 4.56	 1.1497	 8.997	 0.053	
 7432753	5156	 4.64	 0.8746	31.993	 0.062	
 7432941	5201	 4.68	 0.8863	12.575	 0.150	
 7433192	5804	 4.41	 1.0488	 1.434	 0.003	
 7433434	6267	 4.65	 1.1931	 2.994	 0.750	
 7433457	4970	 4.13	 0.8265	 4.969	 0.046	
 7433517	4920	 4.62	 0.8135	35.483	 3.911	
 7433683	4943	 4.87	 0.8195	25.797	 4.116	
 7433920	5359	 4.63	 0.9274	21.466	 0.769	
 7433941	5892	 4.48	 1.0745	19.096	 0.775	
 7434066	4462	 4.59	 0.6896	18.132	 0.455	
 7434383	4815	 4.02	 0.7859	11.276	 0.017	
 7434449	4470	 4.38	 0.6919	10.949	 0.188	
 7434544	5166	 4.00	 0.8772	 7.946	 0.014	
 7434682	4564	 4.35	 0.7182	15.367	 0.020	
 7434967	5291	 4.90	 0.9096	15.761	 0.036	
 7435017	5262	 4.91	 0.9021	27.283	 0.404	
 7435098	4865	 4.35	 0.7991	12.130	 0.004	
 7435274	5788	 4.33	 1.0443	11.650	 0.024	
 7435358	5879	 4.40	 1.0707	14.136	 1.296	
 7435407	5118	 4.54	 0.8648	27.997	 0.133	
 7435677	5752	 4.32	 1.0340	 5.468	 0.080	
 7435701	5564	 4.59	 0.9820	20.648	 0.053	
 7435796	5649	 4.44	 1.0052	29.217	 0.362	
 7435865	5403	 4.50	 0.9390	 5.460	 0.021	
 7436369	4596	 4.85	 0.7271	36.721	 1.578	
 7439118	5217	 4.70	 0.8904	24.027	 0.406	
 7439300	5932	 4.31	 1.0864	13.322	 0.530	
 7440144	5101	 4.91	 0.8604	11.427	 0.238	
 7440510	5290	 4.66	 0.9094	26.076	 1.986	
 7440570	4923	 4.88	 0.8142	17.329	 0.226	
 7440812	6163	 4.55	 1.1585	11.066	 0.144	
 7445487	4540	 4.42	 0.7116	31.312	 0.103	
 7445601	4813	 4.25	 0.7854	27.602	 0.054	
 7445732	6048	 4.40	 1.1218	 9.752	 0.071	
 7445809	5804	 4.53	 1.0488	11.044	 1.640	
 7445952	4650	 4.54	 0.7418	16.538	 0.027	
 7446002	5132	 4.64	 0.8684	18.643	 0.038	
 7446038	5213	 4.00	 0.8894	 7.801	 0.057	
 7446080	4655	 4.18	 0.7432	16.847	 0.021	
 7446088	5934	 4.59	 1.0870	 6.819	 0.008	
 7446184	5881	 4.46	 1.0713	12.340	 0.063	
 7446469	5842	 4.44	 1.0598	 8.950	 0.065	
 7446475	4643	 4.62	 0.7399	25.974	 0.099	
 7446835	5398	 4.40	 0.9376	 6.315	 0.013	
 7447105	5945	 4.41	 1.0903	 2.990	 0.006	
 7447117	5340	 4.51	 0.9224	26.274	 0.708	
 7447172	5188	 4.40	 0.8829	15.819	 0.016	
 7447195	5003	 4.28	 0.8350	11.568	 0.075	
 7447477	4974	 4.45	 0.8275	20.886	 0.227	
 7447479	4822	 3.89	 0.7878	16.979	 0.204	
 7447596	4727	 4.33	 0.7626	14.675	 0.021	
 7447656	5251	 4.52	 0.8992	17.645	 0.027	
 7447776	5415	 5.01	 0.9421	10.430	 0.208	
 7448078	5393	 5.00	 0.9363	24.898	 3.491	
 7448289	5106	 4.69	 0.8617	24.761	 0.145	
 7448374	5484	 4.14	 0.9604	26.839	 0.618	
 7448658	6493	 4.28	 1.2736	 3.174	 0.013	
 7448760	5609	 4.41	 0.9942	 8.642	 0.037	
 7448896	5647	 4.38	 1.0046	 5.365	 0.040	
 7448969	5395	 4.49	 0.9369	19.070	 0.100	
 7449212	5293	 4.16	 0.9102	16.977	 0.399	
 7449232	5491	 4.61	 0.9623	16.335	 0.068	
 7449287	5832	 4.56	 1.0569	17.455	 0.065	
 7449333	6058	 4.61	 1.1249	11.266	 0.053	
 7449417	5095	 4.56	 0.8588	47.947	 0.486	
 7449475	5334	 4.90	 0.9209	20.789	 0.422	
 7449924	5561	 4.45	 0.9811	 6.899	 0.048	
 7449978	6005	 4.50	 1.1085	 8.222	 0.074	
 7450736	6318	 4.30	 1.2106	 3.915	 0.003	
 7450929	5715	 4.62	 1.0236	 8.758	 0.043	
 7451054	5367	 4.52	 0.9295	60.463	 0.223	
 7451093	4964	 3.89	 0.8249	61.465	 0.353	
 7451094	5562	 4.71	 0.9814	 1.856	 0.009	
 7451215	5446	 4.55	 0.9503	21.731	 2.584	
 7455026	4911	 4.47	 0.8111	10.702	 0.055	
 7455033	4639	 4.44	 0.7388	11.329	 0.022	
 7455166	5945	 4.34	 1.0903	14.153	 0.266	
 7455247	4960	 4.52	 0.8239	24.762	 0.356	
 7455871	5676	 4.51	 1.0127	19.443	 0.505	
 7455940	5836	 4.44	 1.0581	19.632	 1.202	
 7456279	4646	 4.71	 0.7407	38.651	 0.213	
 7456297	5199	 4.86	 0.8857	24.781	 1.887	
 7456336	5447	 4.63	 0.9506	22.906	 0.094	
 7456380	5221	 4.57	 0.8914	21.536	 0.616	
 7456395	5379	 4.70	 0.9326	23.689	 0.137	
 7456437	4683	 4.68	 0.7507	27.678	 0.307	
 7456455	4754	 4.51	 0.7698	10.448	 0.080	
 7456483	5654	 4.92	 1.0066	 8.979	 0.128	
 7456992	6354	 4.14	 1.2231	 1.250	 0.003	
 7457176	6172	 4.26	 1.1614	 4.911	 0.021	
 7457546	5636	 4.17	 1.0016	24.215	 0.133	
 7457980	4913	 4.73	 0.8116	24.253	 0.216	
 7457995	5435	 4.74	 0.9474	 6.735	 0.099	
 7458145	4410	 4.66	 0.6747	44.012	 0.844	
 7458215	6369	 4.31	 1.2285	 2.810	 0.005	
 7458355	5785	 3.73	 1.0434	 1.686	 0.005	
 7458433	6074	 4.50	 1.1300	 2.912	 0.005	
 7458475	5153	 4.49	 0.8738	34.788	 5.720	
 7458527	4417	 4.41	 0.6768	33.726	 5.349	
 7458625	5066	 4.39	 0.8513	 9.353	 0.021	
 7458630	5990	 4.48	 1.1039	 5.076	 0.022	
 7458641	5691	 4.41	 1.0169	16.597	 0.691	
 7458934	5522	 4.33	 0.9706	25.961	 4.181	
 7459119	5343	 4.21	 0.9232	22.604	 0.087	
 7459154	5664	 4.41	 1.0093	13.375	 0.121	
 7459173	5415	 3.98	 0.9421	 6.815	 1.518	
 7459327	4973	 4.49	 0.8273	21.851	 0.409	
 7459347	5971	 4.42	 1.0981	 2.445	 0.014	
 7459381	5411	 4.26	 0.9411	26.186	 3.813	
 7459602	6107	 4.73	 1.1404	 5.465	 0.023	
 7459783	5832	 4.58	 1.0569	16.344	 0.287	
 7459803	5799	 4.29	 1.0474	 7.238	 0.010	
 7460327	4913	 4.08	 0.8116	17.999	 0.222	
 7460330	5781	 4.41	 1.0423	18.839	 0.111	
 7460436	5525	 4.58	 0.9714	24.984	 1.093	
 7461022	5896	 4.52	 1.0757	 0.591	 0.005	
 7461212	5107	 4.48	 0.8619	 5.900	 0.019	SM1
 7461382	6375	 4.19	 1.2306	 1.634	 0.040	
 7461395	5970	 4.55	 1.0978	 1.990	 0.003	
 7461441	5767	 4.39	 1.0383	 9.180	 0.211	
 7461545	5744	 4.56	 1.0317	19.191	 0.686	
 7461583	5223	 4.49	 0.8920	 8.503	 0.095	
 7461742	4476	 4.63	 0.6936	22.661	 0.598	
 7461911	6123	 4.44	 1.1455	 7.341	 0.010	
 7462031	5337	 4.60	 0.9216	10.863	 0.029	
 7462175	5247	 4.54	 0.8982	30.906	 7.958	
 7462939	5989	 4.22	 1.1036	 4.471	 0.076	
 7462984	6207	 3.85	 1.1729	 1.816	 0.004	
 7463158	5464	 4.28	 0.9551	11.685	 0.015	
 7463623	6329	 4.30	 1.2144	 0.560	 0.009	
 7463737	5022	 4.51	 0.8400	 1.667	 0.003	
 7463750	5230	 3.84	 0.8938	 3.003	 0.017	
 7463765	6058	 4.30	 1.1249	 3.006	 0.016	
 7464020	5128	 4.53	 0.8674	14.945	 0.655	
 7464205	5745	 4.33	 1.0320	 5.486	 0.008	
 7464236	5611	 4.50	 0.9948	 4.201	 0.344	
 7464361	6398	 4.06	 1.2388	 1.792	 0.004	
 7464386	5208	 4.51	 0.8881	31.146	 0.419	
 7464417	5708	 4.48	 1.0216	 0.977	 0.003	
 7464520	5554	 4.79	 0.9793	17.137	 0.968	
 7464759	6006	 4.42	 1.1088	 3.001	 0.053	
 7464841	5409	 4.39	 0.9405	11.098	 0.010	
 7464869	5736	 4.37	 1.0295	 8.471	 0.048	
 7465059	5785	 4.50	 1.0434	10.974	 0.046	
 7465203	5245	 4.30	 0.8977	 8.867	 0.013	
 7465661	5792	 4.32	 1.0454	 2.366	 0.043	
 7466020	5494	 4.76	 0.9631	14.320	 0.062	
 7466155	5317	 4.37	 0.9164	 8.185	 0.008	
 7466188	5963	 4.65	 1.0957	 4.394	 0.045	
 7466262	5286	 4.46	 0.9083	 9.996	 0.155	
 7466326	5524	 4.63	 0.9712	17.963	 0.727	
 7466345	5888	 4.53	 1.0733	14.998	 0.887	
 7466603	4628	 4.77	 0.7358	27.494	 0.853	
